DATE,LMO_Detailed_Industry,Employment
2007-11-01,Ship and boat building,4250
2007-11-01,Social assistance,50500
2007-11-01,Support activities for agriculture and forestry,9250
2007-11-01,Support activities for mining and oil and gas extraction,7750
2007-11-01,Support activities for transportation,22000
2007-11-01,Telecommunications,20250
2007-11-01,"Transit, sightseeing, and pipeline transportation",0
2007-11-01,Transportation equipment manufacturing (excluding shipbuilding),1000
2007-11-01,Truck transportation,35000
2007-11-01,Universities,36000
2007-11-01,Utilities,11500
2007-11-01,Warehousing and storage,6500
2007-11-01,Water transportation,4000
2007-11-01,Wholesale trade,84750
2007-11-01,Wood product manufacturing,41750
2007-12-01,Accommodation services,37500
2007-12-01,Air transportation,15250
2007-12-01,Ambulatory health care services,64000
2007-12-01,"Amusement, gambling and recreation industries",32750
2007-12-01,"Architectural, engineering and related services",32500
2007-12-01,"Broadcasting, data processing, and information",2750
2007-12-01,"Business, building and other support services",100000
2007-12-01,Community colleges,18250
2007-12-01,Computer systems design and related services,29500
2007-12-01,Construction,203750
2007-12-01,Elementary and secondary schools,94000
2007-12-01,Fabricated metal product manufacturing,14750
2007-12-01,Farms,20250
2007-12-01,Federal government public administration,37750
2007-12-01,Finance,54250
2007-12-01,"Fishing, hunting and trapping",3250
2007-12-01,Food services and drinking places,127000
2007-12-01,"Food, beverage and tobacco manufacturing",8000
2007-12-01,Forestry and logging,17000
2007-12-01,Health and personal care stores,15500
2007-12-01,Heritage institutions,4250
2007-12-01,Hospitals,77000
2007-12-01,Insurance carriers and related activities,31000
2007-12-01,"Legal, accounting, design, research, and advertising services",17000
2007-12-01,Local and Indigenous public administration,1500
2007-12-01,Machinery manufacturing,5750
2007-12-01,"Management, scientific and technical consulting services",22500
2007-12-01,Mining,7750
2007-12-01,Motion picture and sound recording industries,16750
2007-12-01,Motor vehicle and parts dealers,25750
2007-12-01,Nursing and residential care facilities,41250
2007-12-01,Oil and gas extraction,1250
2007-12-01,Other manufacturing,8250
2007-12-01,Other retail trade (excluding cars and personal care) ,18750
2007-12-01,Paper manufacturing,13500
2007-12-01,"Performing arts, spectator sports and related industries",20000
2007-12-01,"Postal service, couriers and messengers",8750
2007-12-01,Primary metal manufacturing,3750
2007-12-01,Private and trades education,500
2007-12-01,Provincial and territorial public administration,29000
2007-12-01,Publishing industries,18500
2007-12-01,Rail transportation,3750
2007-12-01,Real estate rental and leasing,37000
2007-12-01,"Repair, personal and non-profit services",85500
2007-12-01,Ship and boat building,4000
2007-12-01,Social assistance,47000
2007-12-01,Support activities for agriculture and forestry,10750
2007-12-01,Support activities for mining and oil and gas extraction,7750
2007-12-01,Support activities for transportation,24000
2007-12-01,Telecommunications,21750
2007-12-01,"Transit, sightseeing, and pipeline transportation",500
2007-12-01,Transportation equipment manufacturing (excluding shipbuilding),1250
2007-12-01,Truck transportation,35500
2007-12-01,Universities,30750
2007-12-01,Utilities,12250
2007-12-01,Warehousing and storage,5750
2007-12-01,Water transportation,6000
2007-12-01,Wholesale trade,81250
2007-12-01,Wood product manufacturing,37250
2008-01-01,Accommodation services,33750
2008-01-01,Air transportation,13250
2008-01-01,Ambulatory health care services,63250
2008-01-01,"Amusement, gambling and recreation industries",32500
2008-01-01,"Architectural, engineering and related services",34500
2008-01-01,"Broadcasting, data processing, and information",2250
2008-01-01,"Business, building and other support services",100750
2008-01-01,Community colleges,17500
2008-01-01,Computer systems design and related services,30500
2008-01-01,Construction,203000
2008-01-01,Elementary and secondary schools,93500
2008-01-01,Fabricated metal product manufacturing,14500
2008-01-01,Farms,15750
2008-01-01,Federal government public administration,35250
2008-01-01,Finance,51250
2008-01-01,"Fishing, hunting and trapping",3250
2008-01-01,Food services and drinking places,127250
2008-01-01,"Food, beverage and tobacco manufacturing",6250
2008-01-01,Forestry and logging,14750
2008-01-01,Health and personal care stores,19500
2008-01-01,Heritage institutions,3000
2008-01-01,Hospitals,84000
2008-01-01,Insurance carriers and related activities,26500
2008-01-01,"Legal, accounting, design, research, and advertising services",15750
2008-01-01,Local and Indigenous public administration,1500
2008-01-01,Machinery manufacturing,5750
2008-01-01,"Management, scientific and technical consulting services",21500
2008-01-01,Mining,8250
2008-01-01,Motion picture and sound recording industries,13250
2008-01-01,Motor vehicle and parts dealers,26000
2008-01-01,Nursing and residential care facilities,37500
2008-01-01,Oil and gas extraction,1750
2008-01-01,Other manufacturing,7750
2008-01-01,Other retail trade (excluding cars and personal care) ,17500
2008-01-01,Paper manufacturing,16500
2008-01-01,"Performing arts, spectator sports and related industries",17500
2008-01-01,"Postal service, couriers and messengers",10250
2008-01-01,Primary metal manufacturing,5000
2008-01-01,Private and trades education,0
2008-01-01,Provincial and territorial public administration,23500
2008-01-01,Publishing industries,17500
2008-01-01,Rail transportation,3250
2008-01-01,Real estate rental and leasing,46000
2008-01-01,"Repair, personal and non-profit services",88500
2008-01-01,Ship and boat building,2750
2008-01-01,Social assistance,53000
2008-01-01,Support activities for agriculture and forestry,10250
2008-01-01,Support activities for mining and oil and gas extraction,9250
2008-01-01,Support activities for transportation,26250
2008-01-01,Telecommunications,22250
2008-01-01,"Transit, sightseeing, and pipeline transportation",500
2008-01-01,Transportation equipment manufacturing (excluding shipbuilding),1250
2008-01-01,Truck transportation,34500
2008-01-01,Universities,36750
2008-01-01,Utilities,12000
2008-01-01,Warehousing and storage,4750
2008-01-01,Water transportation,5250
2008-01-01,Wholesale trade,81750
2008-01-01,Wood product manufacturing,32000
2008-02-01,Accommodation services,35750
2008-02-01,Air transportation,12250
2008-02-01,Ambulatory health care services,63750
2008-02-01,"Amusement, gambling and recreation industries",34750
2008-02-01,"Architectural, engineering and related services",33500
2008-02-01,"Broadcasting, data processing, and information",1500
2008-02-01,"Business, building and other support services",93250
2008-02-01,Community colleges,16500
2008-02-01,Computer systems design and related services,33500
2008-02-01,Construction,206750
2008-02-01,Elementary and secondary schools,91000
2008-02-01,Fabricated metal product manufacturing,14000
2008-02-01,Farms,17000
2008-02-01,Federal government public administration,36500
2008-02-01,Finance,48250
2008-02-01,"Fishing, hunting and trapping",3500
2008-02-01,Food services and drinking places,129500
2008-02-01,"Food, beverage and tobacco manufacturing",6500
2008-02-01,Forestry and logging,14500
2008-02-01,Health and personal care stores,19000
2008-02-01,Heritage institutions,4250
2008-02-01,Hospitals,85500
2008-02-01,Insurance carriers and related activities,27750
2008-02-01,"Legal, accounting, design, research, and advertising services",18750
2008-02-01,Local and Indigenous public administration,2000
2008-02-01,Machinery manufacturing,7000
2008-02-01,"Management, scientific and technical consulting services",18500
2008-02-01,Mining,10500
2008-02-01,Motion picture and sound recording industries,15250
2008-02-01,Motor vehicle and parts dealers,30500
2008-02-01,Nursing and residential care facilities,35250
2008-02-01,Oil and gas extraction,1250
2008-02-01,Other manufacturing,7250
2008-02-01,Other retail trade (excluding cars and personal care) ,14500
2008-02-01,Paper manufacturing,16250
2008-02-01,"Performing arts, spectator sports and related industries",18250
2008-02-01,"Postal service, couriers and messengers",9750
2008-02-01,Primary metal manufacturing,3750
2008-02-01,Private and trades education,0
2008-02-01,Provincial and territorial public administration,24500
2008-02-01,Publishing industries,17250
2008-02-01,Rail transportation,3000
2008-02-01,Real estate rental and leasing,48500
2008-02-01,"Repair, personal and non-profit services",91250
2008-02-01,Ship and boat building,3250
2008-02-01,Social assistance,49250
2008-02-01,Support activities for agriculture and forestry,11250
2008-02-01,Support activities for mining and oil and gas extraction,7750
2008-02-01,Support activities for transportation,20750
2008-02-01,Telecommunications,16000
2008-02-01,"Transit, sightseeing, and pipeline transportation",500
2008-02-01,Transportation equipment manufacturing (excluding shipbuilding),1500
2008-02-01,Truck transportation,33000
2008-02-01,Universities,36250
2008-02-01,Utilities,11750
2008-02-01,Warehousing and storage,4250
2008-02-01,Water transportation,8000
2008-02-01,Wholesale trade,86500
2008-02-01,Wood product manufacturing,31500
2008-03-01,Accommodation services,38250
2008-03-01,Air transportation,10750
2008-03-01,Ambulatory health care services,68750
2008-03-01,"Amusement, gambling and recreation industries",37000
2008-03-01,"Architectural, engineering and related services",33500
2008-03-01,"Broadcasting, data processing, and information",1500
2008-03-01,"Business, building and other support services",98250
2008-03-01,Community colleges,18000
2008-03-01,Computer systems design and related services,32000
2008-03-01,Construction,207500
2008-03-01,Elementary and secondary schools,91250
2008-03-01,Fabricated metal product manufacturing,10500
2008-03-01,Farms,13750
2008-03-01,Federal government public administration,36750
2008-03-01,Finance,44500
2008-03-01,"Fishing, hunting and trapping",2250
2008-03-01,Food services and drinking places,135000
2008-03-01,"Food, beverage and tobacco manufacturing",5500
2008-03-01,Forestry and logging,13250
2008-03-01,Health and personal care stores,21250
2008-03-01,Heritage institutions,2750
2008-03-01,Hospitals,81250
2008-03-01,Insurance carriers and related activities,25500
2008-03-01,"Legal, accounting, design, research, and advertising services",18250
2008-03-01,Local and Indigenous public administration,2250
2008-03-01,Machinery manufacturing,6000
2008-03-01,"Management, scientific and technical consulting services",19750
2008-03-01,Mining,11250
2008-03-01,Motion picture and sound recording industries,11500
2008-03-01,Motor vehicle and parts dealers,30250
2008-03-01,Nursing and residential care facilities,39000
2008-03-01,Oil and gas extraction,1250
2008-03-01,Other manufacturing,5750
2008-03-01,Other retail trade (excluding cars and personal care) ,16250
2008-03-01,Paper manufacturing,16000
2008-03-01,"Performing arts, spectator sports and related industries",20000
2008-03-01,"Postal service, couriers and messengers",12000
2008-03-01,Primary metal manufacturing,4500
2008-03-01,Private and trades education,0
2008-03-01,Provincial and territorial public administration,25000
2008-03-01,Publishing industries,15250
2008-03-01,Rail transportation,5500
